 - Scanning i2c devices...
   - found at address :  32(Ox20)    checking Remote 16-bit I/O expander for I2C-bus                     chipId is the one expected
   - found at address :  60(Ox3C)    checking SSD1306 OLED 128x64 pixels                                 chipId is the one expected
   - found at address :  80(Ox50)    checking Two-wire Serial EEPROM (RCT Module)                        chipId is the one expected
   - found at address : 104(Ox68)    checking DS1307 RCT Module                                          chipId is ignored for this device
   - found at address : 105(Ox69)    checking MPU9250 3-axis Gyroscope and 3-axis Accelerometer sensor   chipId is the one expected
   - found at address : 119(Ox77)    checking BMP280 humidity, altitude, temperature and pressure sensor chipId is the one expected
   -> 6 i2c devices found
2021-11-16 05:51:32;8;8675;MyCopilot, version 2.0.x, compiled on Nov 16 2021, 16:40:04
2021-11-16 05:51:32;8;8733;Configuration readen from EEPROM (saved on 2021-11-15 04:27:30)
2021-11-16 05:51:32;8;8795;Elapsed time (0 ms) : 0 h, 0 m, 0 s
2021-11-16 05:51:32;8;8797;Serial Serial and Ble OK
2021-11-16 05:51:32;8;8798;Led on RGB device OK
2021-11-16 05:51:32;8;8853;Button on pin 19 OK
2021-11-16 05:51:32;8;8854;Button on pin 18 OK
2021-11-16 05:51:32;8;8913;Throttle OK - calibrated - current level : 0 % (0 between 65 (min), and 956 (max))
2021-11-16 05:51:32;8;8915;BMP280 OK - pressure : 1001.76 hPa - Altitude Aerodome / Sea level : 1.20 / 180.70 m - Temperature : 30.50 oC
2021-11-16 05:51:32;8;8973;CanBus OK (messages received : 0, sent : 0)
2021-11-16 05:51:32;9;9034;Engine OK - mode : Off (levelAsked : 0)
2021-11-16 05:51:32;9;9094;DataStore OK - session log writing ENABLED in file 2021-11-16-05-51-31.csv
2021-11-16 05:51:32;9;9101;MicroSd informations;
 - Card type : SDHC
 - Manufacturer ID : 0XAD
 - OEM ID : LS
 - Product : LX32G
 - Version : 1.0
 - Serial number : 0X73B8B766
 - Manufacturing date : 8/2014
 - Size : 31719426.00 KB
 - Free space : 31690130.00 KB
 - FAT type : FAT32
2021-11-16 05:51:32;9;9322;Total used : 3008 bytes
2021-11-16 05:51:32;9;9323;Current state : Setup
2021-11-16 05:51:32;9;9325;Controller is powered OFF
dateTime;seconds;milliSeconds;SdFreeSpaceMB;workingTimeMs;freeMemoryBytes;currentState;controllerPower;ButtonMode;ButtonPower;throttleLevelPerCent;altitudeALm;altitudeSLm;temperatureDC;verticalSpeedMps;canId;canLen;can0;can1;can2;can3;can4;can5;can6;can7;batteryV;batteryA;revolutionsRpm;controllerTempDC;motorTempDC;batteryTempDC;requestedOutputPwmPC;realOutputPwmPC;remainingBatteryCapacityPC;remainingBatteryCapacityFromCanPC;Warnings;Failures;MessagesReceived;MessagesSent;engineLevelOutP1024;engineMode;autotuneEnable;pidTargetAltitude;
2021-11-16 05:51:34;11;11416;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.55;0.50;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;11;11541;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.56;0.50;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;11;11667;1190250185;104;-2364;11;0;0;0;0;0.30;181.00;30.56;0.50;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;11;11792;1190250185;104;-2364;11;0;0;0;0;0.30;181.00;30.56;0.40;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;11;11917;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.56;0.40;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;12;12042;1190250185;106;-2364;11;0;0;0;0;0.40;181.10;30.57;0.40;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;12;12167;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.57;0.40;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;12;12293;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.57;0.30;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:35;12;12417;1190250185;106;-2364;11;0;0;0;0;0.30;181.00;30.57;0.30;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;12;12542;1190250185;105;-2364;11;0;0;0;0;0.30;181.00;30.57;0.30;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;12;12667;1190250185;105;-2364;11;0;0;0;0;0.30;181.00;30.57;0.30;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;12;12792;1190250185;105;-2364;11;0;0;0;0;0.30;181.00;30.58;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;12;12916;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.58;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;13;13042;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.58;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;13;13166;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.58;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;13;13292;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.58;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:36;13;13417;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.59;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;13;13541;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.59;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;13;13667;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.59;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;13;13794;1190250185;104;-2364;11;0;0;0;0;0.40;181.10;30.59;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;13;13919;1190250185;106;-2364;11;0;0;0;0;0.40;181.10;30.59;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;14;14044;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.60;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;14;14169;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.60;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;14;14294;1190250185;106;-2364;11;0;0;0;0;0.40;181.10;30.60;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:37;14;14418;1190250185;105;-2364;11;0;0;0;0;0.40;181.10;30.60;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0.00;
2021-11-16 05:51:58;34;34755;1190250185;55;-2364;12;1;0;1;0;0.10;180.80;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0.00;
2021-11-16 05:51:58;34;34826;1190250185;5189;-2364;12;1;0;0;19;0.10;180.80;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;1;8;1;0;0.00;
2021-11-16 05:51:58;34;34950;1190250185;73;-2364;12;1;0;0;64;0.10;180.80;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;2;41;1;0;0.00;
2021-11-16 05:51:58;35;35075;1190250185;71;-2364;12;1;0;0;96;0.20;180.90;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;3;94;1;0;0.00;
2021-11-16 05:51:58;35;35200;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;4;167;1;0;0.00;
2021-11-16 05:51:58;35;35337;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.63;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;4;232;1;0;0.00;
2021-11-16 05:51:59;35;35449;1190250185;83;-2364;12;1;0;0;100;0.20;180.90;30.64;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;5;305;1;0;0.00;
2021-11-16 05:51:59;35;35574;1190250185;70;-2364;12;1;0;0;100;0.20;180.90;30.64;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;6;386;1;0;0.00;
2021-11-16 05:51:59;35;35699;1190250185;70;-2364;12;1;0;0;100;0.20;180.90;30.64;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;7;460;1;0;0.00;
2021-11-16 05:51:59;35;35824;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.64;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;8;548;1;0;0.00;
2021-11-16 05:51:59;35;35960;1190250185;70;-2364;12;1;0;0;100;0.20;180.90;30.64;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;8;633;1;0;0.00;
2021-11-16 05:51:59;36;36075;1190250185;81;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;9;715;1;0;0.00;
2021-11-16 05:51:59;36;36200;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;10;800;1;0;0.00;
2021-11-16 05:51:59;36;36325;1190250185;72;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;11;877;1;0;0.00;
2021-11-16 05:52:00;36;36450;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;12;938;1;0;0.00;
2021-11-16 05:52:00;36;36586;1190250185;71;-2364;12;1;0;0;13;0.30;181.00;30.64;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;12;897;1;0;0.00;
2021-11-16 05:52:00;36;36697;1190250185;83;-2364;12;1;0;0;0;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;13;0;1;0;0.00;
2021-11-16 05:52:00;36;36822;1190250185;67;-2364;12;1;0;0;0;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;14;0;1;0;0.00;
2021-11-16 05:52:00;36;36946;1190250185;68;-2364;12;1;0;0;0;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;15;0;1;0;0.00;
2021-11-16 05:52:00;37;37083;1190250185;67;-2364;12;1;0;0;0;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;15;0;1;0;0.00;
2021-11-16 05:52:00;37;37196;1190250185;79;-2364;12;1;0;0;0;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;16;0;1;0;0.00;
2021-11-16 05:52:00;37;37321;1190250185;66;-2364;12;1;0;0;0;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;17;0;1;0;0.00;
2021-11-16 05:52:01;37;37449;1190250185;67;-2364;12;1;0;0;19;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;18;0;1;0;0.00;
2021-11-16 05:52:01;37;37585;1190250185;70;-2364;12;1;0;0;89;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;18;8;1;0;0.00;
2021-11-16 05:52:01;37;37699;1190250185;83;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;19;41;1;0;0.00;
2021-11-16 05:52:01;37;37826;1190250185;70;-2364;12;1;0;0;100;0.10;180.80;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;20;94;1;0;0.00;
2021-11-16 05:52:01;37;37951;1190250185;70;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;21;167;1;0;0.00;
2021-11-16 05:52:01;38;38087;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;21;232;1;0;0.00;
2021-11-16 05:52:01;38;38201;1190250185;83;-2364;12;1;0;0;100;0.10;180.80;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;22;305;1;0;0.00;
2021-11-16 05:52:01;38;38326;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;23;386;1;0;0.00;
2021-11-16 05:52:02;38;38451;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;24;460;1;0;0.00;
2021-11-16 05:52:02;38;38576;1190250185;72;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;25;548;1;0;0.00;
2021-11-16 05:52:02;38;38712;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;25;633;1;0;0.00;
2021-11-16 05:52:02;38;38825;1190250185;82;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;26;715;1;0;0.00;
2021-11-16 05:52:02;38;38950;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;27;800;1;0;0.00;
2021-11-16 05:52:02;39;39075;1190250185;72;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;28;877;1;0;0.00;
2021-11-16 05:52:02;39;39200;1190250185;70;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;29;938;1;0;0.00;
2021-11-16 05:52:02;39;39337;1190250185;70;-2364;12;1;0;0;50;0.20;180.90;30.64;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;29;951;1;0;0.00;
2021-11-16 05:52:03;39;39447;1190250185;83;-2364;12;1;0;0;0;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;30;0;1;0;0.00;
2021-11-16 05:52:03;39;39572;1190250185;66;-2364;12;1;0;0;0;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;31;0;1;0;0.00;
2021-11-16 05:52:03;39;39698;1190250185;66;-2364;12;1;0;0;0;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;32;0;1;0;0.00;
2021-11-16 05:52:03;39;39838;1190250185;67;-2364;12;1;0;0;30;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;32;0;1;0;0.00;
2021-11-16 05:52:03;39;39951;1190250185;83;-2364;12;1;0;0;98;0.10;180.80;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;33;8;1;0;0.00;
2021-11-16 05:52:03;40;40076;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;34;41;1;0;0.00;
2021-11-16 05:52:03;40;40201;1190250185;71;-2364;12;1;0;0;100;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;35;94;1;0;0.00;
2021-11-16 05:52:03;40;40337;1190250185;71;-2364;12;1;0;0;23;0.20;180.90;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;35;167;1;0;0.00;
2021-11-16 05:52:04;40;40451;1190250185;83;-2364;12;1;0;0;3;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;36;232;1;0;0.00;
2021-11-16 05:52:04;40;40576;1190250185;71;-2364;12;1;0;0;0;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;37;305;1;0;0.00;
2021-11-16 05:52:04;40;40700;1190250185;71;-2364;12;1;0;0;4;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;38;386;1;0;0.00;
2021-11-16 05:52:04;40;40825;1190250185;72;-2364;12;1;0;0;68;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;39;439;1;0;0.00;
2021-11-16 05:52:04;40;40963;1190250185;70;-2364;12;1;0;0;100;0.40;181.10;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;39;439;1;0;0.00;
2021-11-16 05:52:04;41;41075;1190250185;82;-2364;12;1;0;0;100;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;40;439;1;0;0.00;
2021-11-16 05:52:04;41;41200;1190250185;70;-2364;12;1;0;0;100;0.40;181.10;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;41;548;1;0;0.00;
2021-11-16 05:52:04;41;41325;1190250185;71;-2364;12;1;0;0;100;0.40;181.10;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;42;633;1;0;0.00;
2021-11-16 05:52:05;41;41452;1190250185;70;-2364;12;1;0;0;100;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;43;715;1;0;0.00;
2021-11-16 05:52:05;41;41587;1190250185;71;-2364;12;1;0;0;100;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;43;800;1;0;0.00;
2021-11-16 05:52:05;41;41701;1190250185;82;-2364;12;1;0;0;100;0.40;181.10;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;44;877;1;0;0.00;
2021-11-16 05:52:05;41;41826;1190250185;72;-2364;12;1;0;0;100;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;45;938;1;0;0.00;
2021-11-16 05:52:05;41;41951;1190250185;71;-2364;12;1;0;0;100;0.30;181.00;30.65;0.10;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;46;978;1;0;0.00;
2021-11-16 05:52:05;42;42077;1190250185;71;-2364;12;1;0;0;100;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;47;999;1;0;0.00;
2021-11-16 05:52:05;42;42201;1190250185;72;-2364;12;1;0;0;100;0.40;181.10;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;48;1015;1;0;0.00;
2021-11-16 05:52:05;42;42337;1190250185;71;-2364;12;1;0;0;100;0.40;181.10;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;48;1024;1;0;0.00;
2021-11-16 05:52:06;42;42450;1190250185;82;-2364;12;1;0;0;100;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;49;1024;1;0;0.00;
2021-11-16 05:52:06;42;42575;1190250185;71;-2364;12;1;0;0;100;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;50;1024;1;0;0.00;
2021-11-16 05:52:06;42;42700;1190250185;72;-2364;12;1;0;0;100;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;51;1024;1;0;0.00;
2021-11-16 05:52:06;42;42825;1190250185;70;-2364;12;1;0;0;100;0.30;181.00;30.65;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;52;1024;1;0;0.00;
2021-11-16 05:52:06;42;42961;1190250185;70;-2364;12;1;0;0;100;0.30;181.00;30.64;0.00;;;;;;;;;;;0.00;0.00;0;0;0;0;0;0;0;0;;;0;52;1024;1;0;0.00;
